issuerName,issuerTicker,txType,tradeValue,reportingGap,Description,pubDate,filingDate,txDate,value,gender,firstName,lastName,party,owner,chamber,price,filingURL,comment
Occidental Petroleum Corp,OXY:US,sell,1K–15K,37.0,Tommy Tuberville sold $8000 of Occidental Petroleum Corp (OXY:US) on 2022-10-04. He filed the trade after 37 days.,2022-11-10T20:15:10Z,2022-11-10,2022-10-04,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/bdd81552-894d-4dc5-b1f3-9fe349529bf8/,Option Type: Short Sale Strike price: $60.00 Expires: 05/19/2023
Occidental Petroleum Corp,OXY:US,sell,1K–15K,37.0,Tommy Tuberville sold $8000 of Occidental Petroleum Corp (OXY:US) on 2022-10-04. He filed the trade after 37 days.,2022-11-10T20:15:10Z,2022-11-10,2022-10-04,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/bdd81552-894d-4dc5-b1f3-9fe349529bf8/,Option Type: Short Sale Strike price: $60.00 Expires: 05/19/2023
Occidental Petroleum Corp,OXY:US,sell,1K–15K,37.0,Tommy Tuberville sold $8000 of Occidental Petroleum Corp (OXY:US) on 2022-10-04. He filed the trade after 37 days.,2022-11-10T20:15:10Z,2022-11-10,2022-10-04,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/bdd81552-894d-4dc5-b1f3-9fe349529bf8/,Option Type: Short Sale Strike price: $60.00 Expires: 05/19/2023
Occidental Petroleum Corp,OXY:US,buy,1K–15K,37.0,Tommy Tuberville bought $8000 of Occidental Petroleum Corp (OXY:US) on 2022-10-04. He filed the trade after 37 days.,2022-11-10T20:15:10Z,2022-11-10,2022-10-04,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/bdd81552-894d-4dc5-b1f3-9fe349529bf8/,Option Type: Short Sale Strike price: $60.00 Expires: 05/19/2023
Linde PLC,LIN:US,sell,1K–15K,27.0,Shelley Moore Capito sold $8000 of Linde PLC (LIN:US) on 2022-10-17. She filed the trade after 27 days.,2022-11-13T20:00:09Z,2022-11-13,2022-10-17,,female,Shelley,Moore Capito,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/,
AFLAC Inc,AFL:US,sell,1K–15K,27.0,Shelley Moore Capito sold $8000 of AFLAC Inc (AFL:US) on 2022-10-17. She filed the trade after 27 days.,2022-11-13T20:00:09Z,2022-11-13,2022-10-17,,female,Shelley,Moore Capito,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/3e37ef80-caff-4b2a-a6dd-ba4f557fd3f4/,
Goldman Sachs Access Investment Grade Corporate Bond ETF,GIGB:US,sell,1K–15K,15.0,John Boozman sold $8000 of Goldman Sachs Access Investment Grade Corporate Bond ETF (GIGB:US) on 2022-10-26. He filed the trade after 15 days.,2022-11-15T16:15:09Z,2022-11-10,2022-10-26,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/6b63ba3f-2f97-4e8e-8e64-4043d29fe10e/,
Janus Henderson Mortgage-Backed Securities ETF,JMBS:US,buy,1K–15K,16.0,John Boozman bought $8000 of Janus Henderson Mortgage-Backed Securities ETF (JMBS:US) on 2022-10-25. He filed the trade after 16 days.,2022-11-15T16:15:09Z,2022-11-10,2022-10-25,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/6b63ba3f-2f97-4e8e-8e64-4043d29fe10e/,
Janus Henderson Mortgage-Backed Securities ETF,JMBS:US,buy,1K–15K,15.0,John Boozman bought $8000 of Janus Henderson Mortgage-Backed Securities ETF (JMBS:US) on 2022-10-26. He filed the trade after 15 days.,2022-11-15T16:15:09Z,2022-11-10,2022-10-26,,male,John,Boozman,republican,not-disclosed,senate,,https://efdsearch.senate.gov/search/view/paper/6b63ba3f-2f97-4e8e-8e64-4043d29fe10e/,
Liberty Media Corp Braves Group,BATRA:US,sell,100K–250K,6.0,John Hickenlooper sold $175000 of Liberty Media Corp Braves Group (BATRA:US) on 2022-11-23. He filed the trade after 6 days.,2022-11-29T20:15:09Z,2022-11-29,2022-11-23,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/ee5452a8-5c24-4044-8ffa-250971a8394c/,
Liberty Media Corp Braves Group,BATRA:US,buy,50K–100K,6.0,John Hickenlooper bought $75000 of Liberty Media Corp Braves Group (BATRA:US) on 2022-11-23. He filed the trade after 6 days.,2022-11-29T20:15:09Z,2022-11-29,2022-11-23,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/ee5452a8-5c24-4044-8ffa-250971a8394c/,Exercised stock option
Liberty Broadband Corp,LBRDA:US,sell,50K–100K,15.0,John Hickenlooper sold $75000 of Liberty Broadband Corp (LBRDA:US) on 2022-11-14. He filed the trade after 15 days.,2022-11-29T20:15:09Z,2022-11-29,2022-11-14,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/ee5452a8-5c24-4044-8ffa-250971a8394c/,
Liberty Broadband Corp,LBRDA:US,buy,15K–50K,15.0,John Hickenlooper bought $32500 of Liberty Broadband Corp (LBRDA:US) on 2022-11-14. He filed the trade after 15 days.,2022-11-29T20:15:09Z,2022-11-29,2022-11-14,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/ee5452a8-5c24-4044-8ffa-250971a8394c/,Exercised stock option
Liberty Media Corp Braves Group,BATRA:US,sell,15K–50K,8.0,John Hickenlooper sold $32500 of Liberty Media Corp Braves Group (BATRA:US) on 2022-11-21. He filed the trade after 8 days.,2022-11-29T20:15:09Z,2022-11-29,2022-11-21,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/ee5452a8-5c24-4044-8ffa-250971a8394c/,
Liberty Media Corp Braves Group,BATRA:US,buy,1K–15K,8.0,John Hickenlooper bought $8000 of Liberty Media Corp Braves Group (BATRA:US) on 2022-11-21. He filed the trade after 8 days.,2022-11-29T20:15:09Z,2022-11-29,2022-11-21,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/ee5452a8-5c24-4044-8ffa-250971a8394c/,Exercised stock option
Liberty Media Corp Braves Group,BATRA:US,sell,15K–50K,8.0,John Hickenlooper sold $32500 of Liberty Media Corp Braves Group (BATRA:US) on 2022-11-21. He filed the trade after 8 days.,2022-11-29T20:15:09Z,2022-11-29,2022-11-21,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/ee5452a8-5c24-4044-8ffa-250971a8394c/,
Liberty Media Corp Braves Group,BATRA:US,buy,1K–15K,8.0,John Hickenlooper bought $8000 of Liberty Media Corp Braves Group (BATRA:US) on 2022-11-21. He filed the trade after 8 days.,2022-11-29T20:15:09Z,2022-11-29,2022-11-21,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/ee5452a8-5c24-4044-8ffa-250971a8394c/,Exercised stock option
ELCM2 LLC,,buy,500K–1M,36.0,Richard Blumenthal bought $750000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,3M's Partners LLC
ELCM2 LLC,,buy,"$1,000,000",36.0,Richard Blumenthal bought $1000000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,Peter L Malkin Family 9 LLC -3M's Partner LLC
ELCM2 LLC,,buy,500K–1M,36.0,Richard Blumenthal bought $750000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,Peter L Malkin Family 2000 LLC - AAM Partners LLC
ELCM2 LLC,,buy,100K–250K,36.0,Richard Blumenthal bought $175000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,New Things Partners LLC - AAM Partners LLC
ELCM2 LLC,,buy,"$1,000,000",36.0,Richard Blumenthal bought $1000000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,Summa | LLC - AAM Partners LLC
ELCM2 LLC,,buy,"$1,000,000",36.0,Richard Blumenthal bought $1000000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,CMB 2012 GST Trust- EOAGT LLC
ELCM2 LLC,,buy,"$1,000,000",36.0,Richard Blumenthal bought $1000000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,Peter L Malkin Family 2000 LLC
ELCM2 LLC,,buy,"$1,000,000",36.0,Richard Blumenthal bought $1000000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,Peter L Malkin Family 9 LLC
ELCM2 LLC,,buy,500K–1M,36.0,Richard Blumenthal bought $750000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,Hedge Holdings LLC
ELCM2 LLC,,buy,"$1,000,000",36.0,Richard Blumenthal bought $1000000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,Larry Mae LLC
ELCM2 LLC,,buy,250K–500K,36.0,Richard Blumenthal bought $375000 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,CMB 2010 Family Trust- Larry Mae LLC
ELCM2 LLC,,buy,15K–50K,36.0,Richard Blumenthal bought $32500 of ELCM2 LLC on 2022-10-25. He filed the trade after 36 days.,2022-12-05T18:15:08Z,2022-11-30,2022-10-25,,male,Richard,Blumenthal,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/paper/e02847b3-30f1-40ae-90f0-f87752f56472/,Other One LLC
Western Asset Inflation-Linked Opportunities \u0026 Income Fund,WIW:US,sell,1K–15K,10.0,Tom Carper sold $8000 of Western Asset Inflation-Linked Opportunities & Income Fund (WIW:US) on 2022-11-29. He filed the trade after 10 days.,2022-12-09T16:15:20Z,2022-12-09,2022-11-29,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/5ac4d053-0258-4531-af39-8a8067f0d085/,
Western Asset Inflation-Linked Opportunities \u0026 Income Fund,WIW:US,sell,1K–15K,10.0,Tom Carper sold $8000 of Western Asset Inflation-Linked Opportunities & Income Fund (WIW:US) on 2022-11-29. He filed the trade after 10 days.,2022-12-09T16:15:20Z,2022-12-09,2022-11-29,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/5ac4d053-0258-4531-af39-8a8067f0d085/,
Western Asset Inflation-Linked Opportunities \u0026 Income Fund,WIW:US,sell,15K–50K,24.0,Tom Carper sold $32500 of Western Asset Inflation-Linked Opportunities & Income Fund (WIW:US) on 2022-11-15. He filed the trade after 24 days.,2022-12-09T16:15:20Z,2022-12-09,2022-11-15,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/5ac4d053-0258-4531-af39-8a8067f0d085/,
LORD ABBETT ULTRA SHORT BOND FUND,LUBFX:US,sell,1K–15K,31.0,Tom Carper sold $8000 of LORD ABBETT ULTRA SHORT BOND FUND (LUBFX:US) on 2022-11-08. He filed the trade after 31 days.,2022-12-09T16:15:20Z,2022-12-09,2022-11-08,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/5ac4d053-0258-4531-af39-8a8067f0d085/,
Western Asset Inflation-Linked Opportunities \u0026 Income Fund,WIW:US,sell,1K–15K,31.0,Tom Carper sold $8000 of Western Asset Inflation-Linked Opportunities & Income Fund (WIW:US) on 2022-11-08. He filed the trade after 31 days.,2022-12-09T16:15:20Z,2022-12-09,2022-11-08,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/5ac4d053-0258-4531-af39-8a8067f0d085/,

CME CATTLE,,sell,1K–15K,29.0,Tommy Tuberville sold $8000 of CME CATTLE on 2022-11-15. He filed the trade after 29 days.,2022-12-14T20:19:01Z,2022-12-14,2022-11-15,,male,Thomas,Tuberville,republican,self,senate,,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/,
PayPal Holdings Inc,PYPL:US,buy,100K–250K,37.0,Tommy Tuberville bought $175000 of PayPal Holdings Inc (PYPL:US) on 2022-11-07. He filed the trade after 37 days.,2022-12-14T20:19:01Z,2022-12-14,2022-11-07,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/,
Activision Blizzard Inc,ATVI:US,buy,100K–250K,36.0,Tommy Tuberville bought $175000 of Activision Blizzard Inc (ATVI:US) on 2022-11-08. He filed the trade after 36 days.,2022-12-14T20:19:01Z,2022-12-14,2022-11-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/,
PayPal Holdings Inc,PYPL:US,sell,100K–250K,36.0,Tommy Tuberville sold $175000 of PayPal Holdings Inc (PYPL:US) on 2022-11-08. He filed the trade after 36 days.,2022-12-14T20:19:01Z,2022-12-14,2022-11-08,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/,
Microsoft Corp,MSFT:US,sell,100K–250K,22.0,Tommy Tuberville sold $175000 of Microsoft Corp (MSFT:US) on 2022-11-22. He filed the trade after 22 days.,2022-12-14T20:19:01Z,2022-12-14,2022-11-22,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/,
Microsoft Corp,MSFT:US,buy,1K–15K,21.0,Tommy Tuberville bought $8000 of Microsoft Corp (MSFT:US) on 2022-11-23. He filed the trade after 21 days.,2022-12-14T20:19:01Z,2022-12-14,2022-11-23,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/,Option Type: Call Strike price: $265.00 Expires: 04/21/2023
Microsoft Corp,MSFT:US,sell,15K–50K,21.0,Tommy Tuberville sold $32500 of Microsoft Corp (MSFT:US) on 2022-11-23. He filed the trade after 21 days.,2022-12-14T20:19:01Z,2022-12-14,2022-11-23,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/,Option Type: Put Strike price: $225.00 Expires: 09/15/2023
Taiwan Semiconductor Manufacturing Co Ltd,TSM:US,sell,1K–15K,21.0,Tommy Tuberville sold $8000 of Taiwan Semiconductor Manufacturing Co Ltd (TSM:US) on 2022-11-23. He filed the trade after 21 days.,2022-12-14T20:19:01Z,2022-12-14,2022-11-23,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/,Option Type: Put Strike price: $75.00 Expires: 09/15/2023
Taiwan Semiconductor Manufacturing Co Ltd,TSM:US,sell,1K–15K,21.0,Tommy Tuberville sold $8000 of Taiwan Semiconductor Manufacturing Co Ltd (TSM:US) on 2022-11-23. He filed the trade after 21 days.,2022-12-14T20:19:01Z,2022-12-14,2022-11-23,,male,Thomas,Tuberville,republican,joint,senate,,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/,Option Type: Put Strike price: $75.00 Expires: 09/15/2023
Biogen Inc,BIIB:US,buy,15K–50K,43.0,Susan Collins bought $32500 of Biogen Inc (BIIB:US) on 2022-11-03. She filed the trade after 43 days.,2022-12-16T12:15:08Z,2022-12-16,2022-11-03,,female,Susan,Collins,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/7471e623-3ee6-4c58-a6ae-64aa50851b03/,Rate/Coupon: 4.050% Matures: 09/15/2025
Liberty Media Corp SiriusXM Group,LSXMA:US,sell,250K–500K,17.0,John Hickenlooper sold $375000 of Liberty Media Corp SiriusXM Group (LSXMA:US) on 2022-12-05. He filed the trade after 17 days.,2022-12-22T20:15:08Z,2022-12-22,2022-12-05,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/0acee755-ed8e-4a93-8785-9946d8c49e03/,
Liberty Media Corp SiriusXM Group,LSXMA:US,buy,100K–250K,17.0,John Hickenlooper bought $175000 of Liberty Media Corp SiriusXM Group (LSXMA:US) on 2022-12-05. He filed the trade after 17 days.,2022-12-22T20:15:08Z,2022-12-22,2022-12-05,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/0acee755-ed8e-4a93-8785-9946d8c49e03/,Exercised stock option
Liberty Broadband Corp,LBRDA:US,sell,50K–100K,23.0,John Hickenlooper sold $75000 of Liberty Broadband Corp (LBRDA:US) on 2022-11-29. He filed the trade after 23 days.,2022-12-22T20:15:08Z,2022-12-22,2022-11-29,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/0acee755-ed8e-4a93-8785-9946d8c49e03/,
Liberty Broadband Corp,LBRDA:US,buy,50K–100K,23.0,John Hickenlooper bought $75000 of Liberty Broadband Corp (LBRDA:US) on 2022-11-29. He filed the trade after 23 days.,2022-12-22T20:15:08Z,2022-12-22,2022-11-29,,male,John,Hickenlooper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/0acee755-ed8e-4a93-8785-9946d8c49e03/,Exercised stock option
The Kroger Co,KR:US,buy,1K–15K,30.0,Mitch McConnell bought $8000 of The Kroger Co (KR:US) on 2022-11-29. He filed the trade after 30 days.,2022-12-29T21:15:10Z,2022-12-29,2022-11-29,,male,Addison,McConnell,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/adcbd2b1-63a0-4c50-b7ef-d093b34336eb/,Dividend Reinvestment
Wells Fargo \u0026 Co,WFC:US,buy,1K–15K,24.0,Mitch McConnell bought $8000 of Wells Fargo & Co (WFC:US) on 2022-12-05. He filed the trade after 24 days.,2022-12-29T21:15:10Z,2022-12-29,2022-12-05,,male,Addison,McConnell,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/adcbd2b1-63a0-4c50-b7ef-d093b34336eb/,Dividend Reinvestment
Citigroup Inc,C:US,sell,1K–15K,31.0,Sheldon Whitehouse sold $8000 of Citigroup Inc (C:US) on 2022-11-29. He filed the trade after 31 days.,2022-12-30T17:15:10Z,2022-12-30,2022-11-29,,male,Sheldon,Whitehouse,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/53ddfdc6-dc9a-4945-af41-20de2224ae1c/,
Citigroup Inc,C:US,sell,1K–15K,31.0,Sheldon Whitehouse sold $8000 of Citigroup Inc (C:US) on 2022-11-29. He filed the trade after 31 days.,2022-12-30T17:15:10Z,2022-12-30,2022-11-29,,male,Sheldon,Whitehouse,democrat,self,senate,,https://efdsearch.senate.gov/search/view/ptr/53ddfdc6-dc9a-4945-af41-20de2224ae1c/,
JPMorgan Chase \u0026 Co,JPM:US,sell,15K–50K,7.0,Tom Carper sold $32500 of JPMorgan Chase & Co (JPM:US) on 2022-12-29. He filed the trade after 7 days.,2023-01-05T15:15:09Z,2023-01-05,2022-12-29,,male,Thomas,Carper,democrat,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/3091f74a-6d05-49da-b260-8c6866ce7fa5/,Rate/Coupon: 8.0% Matures: 12/27/2024
AKAMAI TECHNOLOGIES Inc,AKAM:US,sell,15K–50K,21.0,Susan Collins sold $32500 of AKAMAI TECHNOLOGIES Inc (AKAM:US) on 2022-12-20. She filed the trade after 21 days.,2023-01-11T03:00:10Z,2023-01-10,2022-12-20,,female,Susan,Collins,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/44d5e494-6825-487d-9ffd-d2e7725d5cfa/,
COUNTY OF YORK MAINE,,buy,50K–100K,28.0,Susan Collins bought $75000 of COUNTY OF YORK MAINE on 2022-12-13. She filed the trade after 28 days.,2023-01-11T03:00:10Z,2023-01-10,2022-12-13,,female,Susan,Collins,republican,spouse,senate,,https://efdsearch.senate.gov/search/view/ptr/44d5e494-6825-487d-9ffd-d2e7725d5cfa/,Rate/Coupon: 3.000% Matures: 07/01/2026
Warner Bros Discover Inc,WBD:US,sell,1K–15K,29.0,Gary Peters sold $8000 of Warner Bros Discover Inc (WBD:US) on 2022-12-12. He filed the trade after 29 days.,2023-01-11T05:15:08Z,2023-01-10,2022-12-12,,male,Gary,Peters,democrat,self,senate,,https://efdsearch.senate.gov/search/view/ptr/517e976a-8930-4bce-9037-5d93c4cab488/,
General Electric Co,GE:US,exchange,1K–15K,8.0,Jacklyn Rosen exchanged $8000 of General Electric Co (GE:US) on 2023-01-03. She filed the trade after 8 days.,2023-01-11T18:00:12Z,2023-01-11,2023-01-03,,female,Jacklyn,Rosen,democrat,self,senate,,https://efdsearch.senate.gov/search/view/ptr/63e282d7-c362-49de-8c60-4e7389ab2d19/,Underlying asset of IRA Rollover #1
